id_legislatura,entidad,legislatura,inicio_legislatura,fin_legislatura,ejercicio_constitucional,inicio_ec,fin_ec,periodos_reportar,inicio_pr,fin_pr,observaciones,articulo,fuente,abr_ec,abr_pr,corte
231,Oaxaca,LXV,15/11/2021,14/11/2024,Tercer año,15/11/2023,14/11/2024,Primer periodo de receso,16/04/2024,30/06/2024,Inició el 15 de noviembre de 2021 y concluirá su periodo el 14 de noviembre de 2033,Artículo 9.,https://www.congresooaxaca.gob.mx/docs65.congresooaxaca.gob.mx/legislacion_estatal/Ley_Organica_del_Poder_Legislativo_(Dto_ref_773_aprob_LXV_Legis_11_ene_2023_PO_4_2da_secc_28_ene_2023).pdf,3,1R,1
232,Oaxaca,LXV,15/11/2021,14/11/2024,Tercer año,15/11/2023,14/11/2024,Segundo periodo ordinario,01/07/2024,30/09/2024,Inició el 15 de noviembre de 2021 y concluirá su periodo el 14 de noviembre de 2034,Artículo 9.,https://www.congresooaxaca.gob.mx/docs65.congresooaxaca.gob.mx/legislacion_estatal/Ley_Organica_del_Poder_Legislativo_(Dto_ref_773_aprob_LXV_Legis_11_ene_2023_PO_4_2da_secc_28_ene_2023).pdf,3,2O,2
233,Oaxaca,LXV,15/11/2021,14/11/2024,Tercer año,15/11/2023,14/11/2024,Segundo periodo de receso,01/08/2024,14/11/2024,Inició el 15 de noviembre de 2021 y concluirá su periodo el 14 de noviembre de 2035,Artículo 9.,https://www.congresooaxaca.gob.mx/docs65.congresooaxaca.gob.mx/legislacion_estatal/Ley_Organica_del_Poder_Legislativo_(Dto_ref_773_aprob_LXV_Legis_11_ene_2023_PO_4_2da_secc_28_ene_2023).pdf,3,2R,2
234,Puebla,LXI,15/09/2021,14/09/2024,Primer año,15/09/2021,14/09/2022,Primer periodo ordinario,15/09/2021,15/12/2021,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2024,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,1,1O,1
235,Puebla,LXI,15/09/2021,14/09/2024,Primer año,15/09/2021,14/09/2022,Primer periodo de receso,16/12/2021,14/01/2022,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2025,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,1,1R,1
236,Puebla,LXI,15/09/2021,14/09/2024,Primer año,15/09/2021,14/09/2022,Segundo periodo ordinario,15/01/2021,15/03/2022,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2026,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,1,2O,2
237,Puebla,LXI,15/09/2021,14/09/2024,Primer año,15/09/2021,14/09/2022,Segundo periodo de receso,16/03/2022,14/05/2022,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2027,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,1,2R,2
238,Puebla,LXI,15/09/2021,14/09/2024,Primer año,15/09/2021,14/09/2022,Tercer periodo ordinario,15/05/2022,15/07/2022,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2028,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,1,3O,3
239,Puebla,LXI,15/09/2021,14/09/2024,Primer año,15/09/2021,14/09/2022,Tercer periodo de receso,16/07/2022,14/09/2022,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2029,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,1,TR,3
240,Puebla,LXI,15/09/2021,14/09/2024,Segundo año,15/09/2022,14/09/2023,Primer periodo ordinario,15/09/2022,15/12/2022,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2030,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,2,1O,1
241,Puebla,LXI,15/09/2021,14/09/2024,Segundo año,15/09/2022,14/09/2023,Primer periodo de receso,16/12/2022,14/01/2023,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2031,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,2,1R,1
242,Puebla,LXI,15/09/2021,14/09/2024,Segundo año,15/09/2022,14/09/2023,Segundo periodo ordinario,15/01/2023,15/03/2023,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2032,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,2,2O,2
243,Puebla,LXI,15/09/2021,14/09/2024,Segundo año,15/09/2022,14/09/2023,Segundo periodo de receso,16/03/2023,14/05/2023,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2033,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,2,2R,2
244,Puebla,LXI,15/09/2021,14/09/2024,Segundo año,15/09/2022,14/09/2023,Tercer periodo ordinario,15/05/2023,15/07/2023,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2034,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,2,3O,3
245,Puebla,LXI,15/09/2021,14/09/2024,Segundo año,15/09/2022,14/09/2023,Tercer periodo de receso,16/07/2023,14/09/2023,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2035,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,2,TR,3
246,Puebla,LXI,15/09/2021,14/09/2024,Tercer año,15/09/2023,14/09/2024,Primer periodo ordinario,15/09/2023,15/12/2023,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2036,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,3,1O,1
247,Puebla,LXI,15/09/2021,14/09/2024,Tercer año,15/09/2023,14/09/2024,Primer periodo de receso,16/12/2023,14/01/2024,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2037,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,3,1R,1
248,Puebla,LXI,15/09/2021,14/09/2024,Tercer año,15/09/2023,14/09/2024,Segundo periodo ordinario,15/01/2024,15/03/2024,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2038,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,3,2O,2
249,Puebla,LXI,15/09/2021,14/09/2024,Tercer año,15/09/2023,14/09/2024,Segundo periodo de receso,16/03/2024,14/05/2024,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2039,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,3,2R,2
250,Puebla,LXI,15/09/2021,14/09/2024,Tercer año,15/09/2023,14/09/2024,Tercer periodo ordinario,15/05/2024,15/07/2024,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2040,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,3,3O,3
251,Puebla,LXI,15/09/2021,14/09/2024,Tercer año,15/09/2023,14/09/2024,Tercer periodo de receso,16/07/2024,14/09/2024,Inició el 15 de septiembre de 2021 y concluirá su periodo el 14 de septiembre de 2041,Artículo 50.,Constitucion_Politica_del_Estado_Libre_y_Soberano_de_Puebla_02_02_2024-2.pdf,3,TR,3
252,Querétaro,LX,26/09/2021,25/09/2024,Primer año,26/09/2021,25/09/2022,Primer periodo ordinario,27/09/2021,31/12/2021,Inició el 26 de septiembre de 2021 y concluirá el 25 de septiembre de 2024,Artículo 105.,https://www.diputados.gob.mx/bibliot/infolegi/consedos/LEY_ORG/leyqro.htm,1,1O,1
253,Querétaro,LX,26/09/2021,25/09/2024,Primer año,26/09/2021,25/09/2022,Primer periodo de receso,01/01/2022,30/04/2022,Inició el 26 de septiembre de 2021 y concluirá el 25 de septiembre de 2025,Artículo 105.,https://www.diputados.gob.mx/bibliot/infolegi/consedos/LEY_ORG/leyqro.htm,1,1R,1
254,Querétaro,LX,26/09/2021,25/09/2024,Primer año,26/09/2021,25/09/2022,Segundo periodo ordinario,01/05/2022,31/07/2022,Inició el 26 de septiembre de 2021 y concluirá el 25 de septiembre de 2026,Artículo 105.,https://www.diputados.gob.mx/bibliot/infolegi/consedos/LEY_ORG/leyqro.htm,1,2O,2
255,Querétaro,LX,26/09/2021,25/09/2024,Primer año,26/09/2021,25/09/2022,Segundo periodo de receso,01/08/2022,25/09/2022,Inició el 26 de septiembre de 2021 y concluirá el 25 de septiembre de 2027,Artículo 105.,https://www.diputados.gob.mx/bibliot/infolegi/consedos/LEY_ORG/leyqro.htm,1,2R,2
256,Querétaro,LX,26/09/2021,25/09/2024,Segundo año,26/09/2022,25/09/2023,Primer periodo ordinario,27/09/2022,31/12/2022,Inició el 26 de septiembre de 2021 y concluirá el 25 de septiembre de 2028,Artículo 105.,https://www.diputados.gob.mx/bibliot/infolegi/consedos/LEY_ORG/leyqro.htm,2,1O,1
257,Querétaro,LX,26/09/2021,25/09/2024,Segundo año,26/09/2022,25/09/2023,Primer periodo de receso,01/01/2023,30/04/2023,Inició el 26 de septiembre de 2021 y concluirá el 25 de septiembre de 2029,Artículo 105.,https://www.diputados.gob.mx/bibliot/infolegi/consedos/LEY_ORG/leyqro.htm,2,1R,1
258,Querétaro,LX,26/09/2021,25/09/2024,Segundo año,26/09/2022,25/09/2023,Segundo periodo ordinario,01/05/2023,31/07/2023,Inició el 26 de septiembre de 2021 y concluirá el 25 de septiembre de 2030,Artículo 105.,https://www.diputados.gob.mx/bibliot/infolegi/consedos/LEY_ORG/leyqro.htm,2,2O,2
259,Querétaro,LX,26/09/2021,25/09/2024,Segundo año,26/09/2022,25/09/2023,Segundo periodo de receso,01/08/2023,25/09/2023,Inició el 26 de septiembre de 2021 y concluirá el 25 de septiembre de 2031,Artículo 105.,https://www.diputados.gob.mx/bibliot/infolegi/consedos/LEY_ORG/leyqro.htm,2,2R,2
260,Querétaro,LX,26/09/2021,25/09/2024,Tercer año,26/09/2023,25/09/2024,Primer periodo ordinario,27/09/2023,31/12/2023,Inició el 26 de septiembre de 2021 y concluirá el 25 de septiembre de 2032,Artículo 105.,https://www.diputados.gob.mx/bibliot/infolegi/consedos/LEY_ORG/leyqro.htm,3,1O,1
261,Querétaro,LX,26/09/2021,25/09/2024,Tercer año,26/09/2023,25/09/2024,Primer periodo de receso,01/01/2024,30/04/2024,Inició el 26 de septiembre de 2021 y concluirá el 25 de septiembre de 2033,Artículo 105.,https://www.diputados.gob.mx/bibliot/infolegi/consedos/LEY_ORG/leyqro.htm,3,1R,1
262,Querétaro,LX,26/09/2021,25/09/2024,Tercer año,26/09/2023,25/09/2024,Segundo periodo ordinario,01/05/2024,31/07/2024,Inició el 26 de septiembre de 2021 y concluirá el 25 de septiembre de 2034,Artículo 105.,https://www.diputados.gob.mx/bibliot/infolegi/consedos/LEY_ORG/leyqro.htm,3,2O,2
263,Querétaro,LX,26/09/2021,25/09/2024,Tercer año,26/09/2023,25/09/2024,Segundo periodo de receso,01/08/2024,25/09/2024,Inició el 26 de septiembre de 2021 y concluirá el 25 de septiembre de 2035,Artículo 105.,https://www.diputados.gob.mx/bibliot/infolegi/consedos/LEY_ORG/leyqro.htm,3,2R,2
264,Quintana Roo,XVII,03/09/2022,02/09/2024,Primer año,03/09/2022,02/09/2023,Primer periodo ordinario,05/09/2022,15/12/2022,Inició el 3 de septiembre de 2022 y concluye el 2 de septiembre de 2024,Artículo 25.,L198-XVII-20231221-L1720231221151.pdf (congresoqroo.gob.mx),1,1O,1
265,Quintana Roo,XVII,03/09/2022,02/09/2024,Primer año,03/09/2022,02/09/2023,Primer periodo de receso,16/12/2022,14/02/2023,Inició el 3 de septiembre de 2022 y concluye el 2 de septiembre de 2025,Artículo 25.,L198-XVII-20231221-L1720231221151.pdf (congresoqroo.gob.mx),1,1R,1
266,Quintana Roo,XVII,03/09/2022,02/09/2024,Primer año,03/09/2022,02/09/2023,Segundo periodo ordinario,15/02/2023,31/05/2023,Inició el 3 de septiembre de 2022 y concluye el 2 de septiembre de 2026,Artículo 25.,L198-XVII-20231221-L1720231221151.pdf (congresoqroo.gob.mx),1,2O,2
267,Quintana Roo,XVII,03/09/2022,02/09/2024,Primer año,03/09/2022,02/09/2023,Segundo periodo de receso,01/06/2023,04/09/2023,Inició el 3 de septiembre de 2022 y concluye el 2 de septiembre de 2027,Artículo 25.,L198-XVII-20231221-L1720231221151.pdf (congresoqroo.gob.mx),1,2R,2
268,Quintana Roo,XVII,03/09/2022,02/09/2024,Segundo año,03/09/2023,02/09/2024,Primer periodo ordinario,05/09/2023,15/12/2023,Inició el 3 de septiembre de 2022 y concluye el 2 de septiembre de 2028,Artículo 25.,L198-XVII-20231221-L1720231221151.pdf (congresoqroo.gob.mx),2,1O,1
269,Quintana Roo,XVII,03/09/2022,02/09/2024,Segundo año,03/09/2023,02/09/2024,Primer periodo de receso,16/12/2023,14/02/2024,Inició el 3 de septiembre de 2022 y concluye el 2 de septiembre de 2029,Artículo 25.,L198-XVII-20231221-L1720231221151.pdf (congresoqroo.gob.mx),2,1R,1
270,Quintana Roo,XVII,03/09/2022,02/09/2024,Segundo año,03/09/2023,02/09/2024,Segundo periodo ordinario,15/02/2024,31/05/2024,Inició el 3 de septiembre de 2022 y concluye el 2 de septiembre de 2030,Artículo 25.,L198-XVII-20231221-L1720231221151.pdf (congresoqroo.gob.mx),2,2O,2
271,Quintana Roo,XVII,03/09/2022,02/09/2024,Segundo año,03/09/2023,02/09/2024,Segundo periodo de receso,01/06/2024,04/09/2024,Inició el 3 de septiembre de 2022 y concluye el 2 de septiembre de 2031,Artículo 25.,L198-XVII-20231221-L1720231221151.pdf (congresoqroo.gob.mx),2,2R,2
272,San Luis Potosí,LXIII,15/09/2021,14/09/2024,Primer año,15/09/2021,14/09/2022,Primer periodo ordinario,15/09/2021,15/12/2021,Inició el 15 de septiembre de 2021 y por ley concluirá el 14 de septiembre de 2024,Artículo 52.,http://congresosanluis.gob.mx/sites/default/files/unpload/legislacion/constitucion/2024/03/Constitucio_Politica_del_Estado_12_marzo_2024_III.pdf,1,1O,1
273,San Luis Potosí,LXIII,15/09/2021,14/09/2024,Primer año,15/09/2021,14/09/2022,Primer periodo de receso,16/12/2021,31/01/2022,Inició el 15 de septiembre de 2021 y por ley concluirá el 14 de septiembre de 2025,Artículo 52.,http://congresosanluis.gob.mx/sites/default/files/unpload/legislacion/constitucion/2024/03/Constitucio_Politica_del_Estado_12_marzo_2024_III.pdf,1,1R,1
274,San Luis Potosí,LXIII,15/09/2021,14/09/2024,Primer año,15/09/2021,14/09/2022,Segundo periodo ordinario,01/02/2022,30/06/2022,Inició el 15 de septiembre de 2021 y por ley concluirá el 14 de septiembre de 2026,Artículo 52.,http://congresosanluis.gob.mx/sites/default/files/unpload/legislacion/constitucion/2024/03/Constitucio_Politica_del_Estado_12_marzo_2024_III.pdf,1,2O,2
275,San Luis Potosí,LXIII,15/09/2021,14/09/2024,Primer año,15/09/2021,14/09/2022,Segundo periodo de receso,01/07/2022,14/09/2022,Inició el 15 de septiembre de 2021 y por ley concluirá el 14 de septiembre de 2027,Artículo 52.,http://congresosanluis.gob.mx/sites/default/files/unpload/legislacion/constitucion/2024/03/Constitucio_Politica_del_Estado_12_marzo_2024_III.pdf,1,2R,2
276,San Luis Potosí,LXIII,15/09/2021,14/09/2024,Segundo año,15/09/2022,14/09/2023,Primer periodo ordinario,15/09/2022,15/12/2022,Inició el 15 de septiembre de 2021 y por ley concluirá el 14 de septiembre de 2028,Artículo 52.,http://congresosanluis.gob.mx/sites/default/files/unpload/legislacion/constitucion/2024/03/Constitucio_Politica_del_Estado_12_marzo_2024_III.pdf,2,1O,1
277,San Luis Potosí,LXIII,15/09/2021,14/09/2024,Segundo año,15/09/2022,14/09/2023,Primer periodo de receso,16/12/2022,31/01/2023,Inició el 15 de septiembre de 2021 y por ley concluirá el 14 de septiembre de 2029,Artículo 52.,http://congresosanluis.gob.mx/sites/default/files/unpload/legislacion/constitucion/2024/03/Constitucio_Politica_del_Estado_12_marzo_2024_III.pdf,2,1R,1
278,San Luis Potosí,LXIII,15/09/2021,14/09/2024,Segundo año,15/09/2022,14/09/2023,Segundo periodo ordinario,01/02/2023,30/06/2023,Inició el 15 de septiembre de 2021 y por ley concluirá el 14 de septiembre de 2030,Artículo 52.,http://congresosanluis.gob.mx/sites/default/files/unpload/legislacion/constitucion/2024/03/Constitucio_Politica_del_Estado_12_marzo_2024_III.pdf,2,2O,2
279,San Luis Potosí,LXIII,15/09/2021,14/09/2024,Segundo año,15/09/2022,14/09/2023,Segundo periodo de receso,01/07/2023,14/09/2023,Inició el 15 de septiembre de 2021 y por ley concluirá el 14 de septiembre de 2031,Artículo 52.,http://congresosanluis.gob.mx/sites/default/files/unpload/legislacion/constitucion/2024/03/Constitucio_Politica_del_Estado_12_marzo_2024_III.pdf,2,2R,2
280,San Luis Potosí,LXIII,15/09/2021,14/09/2024,Tercer año,15/09/2023,14/09/2024,Primer periodo ordinario,15/09/2023,15/12/2023,Inició el 15 de septiembre de 2021 y por ley concluirá el 14 de septiembre de 2032,Artículo 52.,http://congresosanluis.gob.mx/sites/default/files/unpload/legislacion/constitucion/2024/03/Constitucio_Politica_del_Estado_12_marzo_2024_III.pdf,3,1O,1
281,San Luis Potosí,LXIII,15/09/2021,14/09/2024,Tercer año,15/09/2023,14/09/2024,Primer periodo de receso,16/12/2023,31/01/2024,Inició el 15 de septiembre de 2021 y por ley concluirá el 14 de septiembre de 2033,Artículo 52.,http://congresosanluis.gob.mx/sites/default/files/unpload/legislacion/constitucion/2024/03/Constitucio_Politica_del_Estado_12_marzo_2024_III.pdf,3,1R,1
282,San Luis Potosí,LXIII,15/09/2021,14/09/2024,Tercer año,15/09/2023,14/09/2024,Segundo periodo ordinario,01/02/2024,30/06/2024,Inició el 15 de septiembre de 2021 y por ley concluirá el 14 de septiembre de 2034,Artículo 52.,http://congresosanluis.gob.mx/sites/default/files/unpload/legislacion/constitucion/2024/03/Constitucio_Politica_del_Estado_12_marzo_2024_III.pdf,3,2O,2
283,San Luis Potosí,LXIII,15/09/2021,14/09/2024,Tercer año,15/09/2023,14/09/2024,Segundo periodo de receso,01/07/2024,14/09/2024,Inició el 15 de septiembre de 2021 y por ley concluirá el 14 de septiembre de 2035,Artículo 52.,http://congresosanluis.gob.mx/sites/default/files/unpload/legislacion/constitucion/2024/03/Constitucio_Politica_del_Estado_12_marzo_2024_III.pdf,3,2R,2
284,Sinaloa,LXIV,01/12/2021,30/11/2024,Primer año,01/12/2021,30/11/2022,Primer periodo ordinario,01/12/2021,01/04/2022,Inició el 1 de diciembre de 2021 y concluirá su periodo el 30 de noviembre de 2024 ,Artículo 106.,https://gaceta.congresosinaloa.gob.mx:3001/pdfs/leyes/Ley_101.pdf,1,1O,1
285,Sinaloa,LXIV,01/12/2021,30/11/2024,Primer año,01/12/2021,30/11/2022,Primer periodo de receso,02/04/2022,31/05/2022,Inició el 1 de diciembre de 2021 y concluirá su periodo el 30 de noviembre de 2025,Artículo 106.,https://gaceta.congresosinaloa.gob.mx:3001/pdfs/leyes/Ley_101.pdf,1,1R,1
286,Sinaloa,LXIV,01/12/2021,30/11/2024,Primer año,01/12/2021,30/11/2022,Segundo periodo ordinario,01/06/2022,01/08/2022,Inició el 1 de diciembre de 2021 y concluirá su periodo el 30 de noviembre de 2026,Artículo 106.,https://gaceta.congresosinaloa.gob.mx:3001/pdfs/leyes/Ley_101.pdf,1,2O,2
287,Sinaloa,LXIV,01/12/2021,30/11/2024,Primer año,01/12/2021,30/11/2022,Segundo periodo de receso,02/08/2022,30/11/2022,Inició el 1 de diciembre de 2021 y concluirá su periodo el 30 de noviembre de 2027,Artículo 106.,https://gaceta.congresosinaloa.gob.mx:3001/pdfs/leyes/Ley_101.pdf,1,2R,2
288,Sinaloa,LXIV,01/12/2021,30/11/2024,Segundo año,01/12/2022,30/11/2023,Primer periodo ordinario,01/12/2022,01/04/2023,Inició el 1 de diciembre de 2021 y concluirá su periodo el 30 de noviembre de 2028,Artículo 106.,https://gaceta.congresosinaloa.gob.mx:3001/pdfs/leyes/Ley_101.pdf,2,1O,1
289,Sinaloa,LXIV,01/12/2021,30/11/2024,Segundo año,01/12/2022,30/11/2023,Primer periodo de receso,02/04/2023,31/05/2023,Inició el 1 de diciembre de 2021 y concluirá su periodo el 30 de noviembre de 2029,Artículo 106.,https://gaceta.congresosinaloa.gob.mx:3001/pdfs/leyes/Ley_101.pdf,2,1R,1
290,Sinaloa,LXIV,01/12/2021,30/11/2024,Segundo año,01/12/2022,30/11/2023,Segundo periodo ordinario,01/06/2023,01/08/2023,Inició el 1 de diciembre de 2021 y concluirá su periodo el 30 de noviembre de 2030,Artículo 106.,https://gaceta.congresosinaloa.gob.mx:3001/pdfs/leyes/Ley_101.pdf,2,2O,2
291,Sinaloa,LXIV,01/12/2021,30/11/2024,Segundo año,01/12/2022,30/11/2023,Segundo periodo de receso,02/08/2023,30/11/2023,Inició el 1 de diciembre de 2021 y concluirá su periodo el 30 de noviembre de 2031,Artículo 106.,https://gaceta.congresosinaloa.gob.mx:3001/pdfs/leyes/Ley_101.pdf,2,2R,2
292,Sinaloa,LXIV,01/12/2021,30/11/2024,Tercer año,01/12/2023,30/11/2024,Primer periodo ordinario,01/12/2023,01/04/2024,Inició el 1 de diciembre de 2021 y concluirá su periodo el 30 de noviembre de 2032,Artículo 106.,https://gaceta.congresosinaloa.gob.mx:3001/pdfs/leyes/Ley_101.pdf,3,1O,1
293,Sinaloa,LXIV,01/12/2021,30/11/2024,Tercer año,01/12/2023,30/11/2024,Primer periodo de receso,02/04/2024,31/05/2024,Inició el 1 de diciembre de 2021 y concluirá su periodo el 30 de noviembre de 2033,Artículo 106.,https://gaceta.congresosinaloa.gob.mx:3001/pdfs/leyes/Ley_101.pdf,3,1R,1
294,Sinaloa,LXIV,01/12/2021,30/11/2024,Tercer año,01/12/2023,30/11/2024,Segundo periodo ordinario,01/06/2024,01/08/2024,Inició el 1 de diciembre de 2021 y concluirá su periodo el 30 de noviembre de 2034,Artículo 106.,https://gaceta.congresosinaloa.gob.mx:3001/pdfs/leyes/Ley_101.pdf,3,2O,2
295,Sinaloa,LXIV,01/12/2021,30/11/2024,Tercer año,01/12/2023,30/11/2024,Segundo periodo de receso,02/08/2024,30/11/2024,Inició el 1 de diciembre de 2021 y concluirá su periodo el 30 de noviembre de 2035,Artículo 106.,https://gaceta.congresosinaloa.gob.mx:3001/pdfs/leyes/Ley_101.pdf,3,2R,2
296,Sonora,LXIII,01/09/2021,31/08/2024,Primer año,01/09/2021,31/08/2022,Primer periodo ordinario,01/09/2021,15/12/2021,Inició el 1 de septiembre de 2021 y concluirá su período el 31 de agosto de 2024,Artículo 115.,http://www.congresoson.gob.mx:81/Content/Doc_leyes/Doc_408.pdf,1,1O,1
297,Sonora,LXIII,01/09/2021,31/08/2024,Primer año,01/09/2021,31/08/2022,Primer periodo de receso,16/12/2021,31/01/2022,Inició el 1 de septiembre de 2021 y concluirá su período el 31 de agosto de 2025,Artículo 115.,http://www.congresoson.gob.mx:81/Content/Doc_leyes/Doc_408.pdf,1,1R,1
298,Sonora,LXIII,01/09/2021,31/08/2024,Primer año,01/09/2021,31/08/2022,Segundo periodo ordinario,01/02/2022,30/04/2022,Inició el 1 de septiembre de 2021 y concluirá su período el 31 de agosto de 2026,Artículo 115.,http://www.congresoson.gob.mx:81/Content/Doc_leyes/Doc_408.pdf,1,2O,2
299,Sonora,LXIII,01/09/2021,31/08/2024,Primer año,01/09/2021,31/08/2022,Segundo periodo de receso,01/05/2022,31/08/2022,Inició el 1 de septiembre de 2021 y concluirá su período el 31 de agosto de 2027,Artículo 115.,http://www.congresoson.gob.mx:81/Content/Doc_leyes/Doc_408.pdf,1,2R,2
300,Sonora,LXIII,01/09/2021,31/08/2024,Segundo año,01/09/2022,31/08/2023,Primer periodo ordinario,01/09/2022,15/12/2022,Inició el 1 de septiembre de 2021 y concluirá su período el 31 de agosto de 2028,Artículo 115.,http://www.congresoson.gob.mx:81/Content/Doc_leyes/Doc_408.pdf,2,1O,1
301,Sonora,LXIII,01/09/2021,31/08/2024,Segundo año,01/09/2022,31/08/2023,Primer periodo de receso,16/12/2022,31/01/2023,Inició el 1 de septiembre de 2021 y concluirá su período el 31 de agosto de 2029,Artículo 115.,http://www.congresoson.gob.mx:81/Content/Doc_leyes/Doc_408.pdf,2,1R,1
302,Sonora,LXIII,01/09/2021,31/08/2024,Segundo año,01/09/2022,31/08/2023,Segundo periodo ordinario,01/02/2023,30/04/2023,Inició el 1 de septiembre de 2021 y concluirá su período el 31 de agosto de 2030,Artículo 115.,http://www.congresoson.gob.mx:81/Content/Doc_leyes/Doc_408.pdf,2,2O,2
303,Sonora,LXIII,01/09/2021,31/08/2024,Segundo año,01/09/2022,31/08/2023,Segundo periodo de receso,01/05/2023,31/08/2023,Inició el 1 de septiembre de 2021 y concluirá su período el 31 de agosto de 2031,Artículo 115.,http://www.congresoson.gob.mx:81/Content/Doc_leyes/Doc_408.pdf,2,2R,2
304,Sonora,LXIII,01/09/2021,31/08/2024,Tercer año,01/09/2023,31/08/2024,Primer periodo ordinario,01/09/2023,15/12/2023,Inició el 1 de septiembre de 2021 y concluirá su período el 31 de agosto de 2032,Artículo 115.,http://www.congresoson.gob.mx:81/Content/Doc_leyes/Doc_408.pdf,3,1O,1
305,Sonora,LXIII,01/09/2021,31/08/2024,Tercer año,01/09/2023,31/08/2024,Primer periodo de receso,16/12/2023,31/01/2024,Inició el 1 de septiembre de 2021 y concluirá su período el 31 de agosto de 2033,Artículo 115.,http://www.congresoson.gob.mx:81/Content/Doc_leyes/Doc_408.pdf,3,1R,1
306,Sonora,LXIII,01/09/2021,31/08/2024,Tercer año,01/09/2023,31/08/2024,Segundo periodo ordinario,01/02/2024,30/04/2024,Inició el 1 de septiembre de 2021 y concluirá su período el 31 de agosto de 2034,Artículo 115.,http://www.congresoson.gob.mx:81/Content/Doc_leyes/Doc_408.pdf,3,2O,2
307,Sonora,LXIII,01/09/2021,31/08/2024,Tercer año,01/09/2023,31/08/2024,Segundo periodo de receso,01/05/2024,31/08/2024,Inició el 1 de septiembre de 2021 y concluirá su período el 31 de agosto de 2035,Artículo 115.,http://www.congresoson.gob.mx:81/Content/Doc_leyes/Doc_408.pdf,3,2R,2
308,Tabasco,LXIV,05/09/2021,04/09/2024,Primer año,05/09/2021,04/09/2022,Primer periodo ordinario,05/09/2021,15/12/2021,Inició el 5 de septiembre de 2021 y concluirá el 4 de septiembre de 2024,Artículo 100.,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Ley-Organica-del-Poder-Legislativo-del-Estado-de-Tabasco.pdf,1,1O,1
309,Tabasco,LXIV,05/09/2021,04/09/2024,Primer año,05/09/2021,04/09/2022,Primer periodo de receso,16/12/2021,31/01/2022,Inició el 5 de septiembre de 2021 y concluirá el 4 de septiembre de 2025,Artículo 100.,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Ley-Organica-del-Poder-Legislativo-del-Estado-de-Tabasco.pdf,1,1R,1
